legal_name,regulator_code,regulator,jurisdiction,license_number,license_type,status,license_date,approved_domains,forex_broker,classification_confidence,classification_reason,evidence_url,evidence_status,needs_review,source_url,last_checked
CENTEC SECURITIES PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,240877,Australian Financial Services Licence,ACTIVE,01/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CENTURIA PROPERTY FUNDS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,231149,Australian Financial Services Licence,ACTIVE,03/09/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CENTURIA PROPERTY FUNDS NO. 2 LIMITED,ASIC,Australian Securities and Investments Commission,Australia,340304,Australian Financial Services Licence,ACTIVE,15/02/2010,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CERTANE CT PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,258829,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHALLENGER LIFE COMPANY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,234670,Australian Financial Services Licence,ACTIVE,01/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHARTER HALL DIRECT PROPERTY MANAGEMENT LIMITED,ASIC,Australian Securities and Investments Commission,Australia,226849,Australian Financial Services Licence,ACTIVE,18/03/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHARTER HALL RETAIL MANAGEMENT LIMITED,ASIC,Australian Securities and Investments Commission,Australia,246996,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHARTER HALL WALE LIMITED,ASIC,Australian Securities and Investments Commission,Australia,486721,Australian Financial Services Licence,ACTIVE,22/09/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHARTER HALL WHOLESALE MANAGEMENT LIMITED,ASIC,Australian Securities and Investments Commission,Australia,247075,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHIFLEY INVESTOR GROUP PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,266807,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CHIMAERA CAPITAL LTD,ASIC,Australian Securities and Investments Commission,Australia,246542,Australian Financial Services Licence,ACTIVE,23/02/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CITIGROUP GLOBAL MARKETS AUSTRALIA PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,240992,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CMC MARKETS ASIA PACIFIC PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,238054,Australian Financial Services Licence,ACTIVE,24/02/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CMC MARKETS STOCKBROKING LIMITED,ASIC,Australian Securities and Investments Commission,Australia,246381,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COASTAL CAPITAL LIMITED,ASIC,Australian Securities and Investments Commission,Australia,247036,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COHORT SOLUTIONS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,455592,Australian Financial Services Licence,ACTIVE,29/08/2014,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COLONIAL FIRST STATE INVESTMENTS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,232468,Australian Financial Services Licence,ACTIVE,25/08/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COLUMBUS INVESTMENT SERVICES LTD,ASIC,Australian Securities and Investments Commission,Australia,221183,Australian Financial Services Licence,ACTIVE,12/09/2002,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COMMONWEALTH SECURITIES LIMITED,ASIC,Australian Securities and Investments Commission,Australia,238814,Australian Financial Services Licence,ACTIVE,01/12/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COMPUTERSHARE CLEARING PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,234715,Australian Financial Services Licence,ACTIVE,20/01/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CONSTANTIA INVESTMENT PARTNERS PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,473534,Australian Financial Services Licence,ACTIVE,05/06/2015,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CONVERA AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,404092,Australian Financial Services Licence,ACTIVE,19/08/2011,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
COOLABAH CAPITAL INSTITUTIONAL INVESTMENTS PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,482238,Australian Financial Services Licence,ACTIVE,18/04/2016,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CORPORATE ALLIANCE GROUP PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,523351,Australian Financial Services Licence,ACTIVE,24/07/2020,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CORVAL PARTNERS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,326118,Australian Financial Services Licence,ACTIVE,01/09/2008,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CRAIGS INVESTMENT PARTNERS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,363407,Australian Financial Services Licence,ACTIVE,12/10/2010,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CURRENC PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,505118,Australian Financial Services Licence,ACTIVE,20/12/2018,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
CURRENCYFAIR AUSTRALIA PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,402709,Australian Financial Services Licence,ACTIVE,03/08/2011,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DAMISA TECHNOLOGIES PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,700030,Australian Financial Services Licence,ACTIVE,07/07/2026,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DAZZLING XCHANGE PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,541240,Australian Financial Services Licence,ACTIVE,08/11/2023,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DBG MARKETS (AUSTRALIA) PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,247017,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DECODE CAPITAL PTY LTD,ASIC,Australian Securities and Investments Commission,Australia,246796,Australian Financial Services Licence,ACTIVE,01/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DEXUS CAPITAL INVESTMENT SERVICES PTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,232496,Australian Financial Services Licence,ACTIVE,01/01/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DEXUS CAPITAL INVESTORS LIMITED,ASIC,Australian Securities and Investments Commission,Australia,232497,Australian Financial Services Licence,ACTIVE,01/01/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DEXUS RE LIMITED,ASIC,Australian Securities and Investments Commission,Australia,510685,Australian Financial Services Licence,ACTIVE,03/07/2019,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DEXUS WHOLESALE PROPERTY LIMITED,ASIC,Australian Securities and Investments Commission,Australia,238166,Australian Financial Services Licence,ACTIVE,10/03/2004,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DFA AUSTRALIA LIMITED,ASIC,Australian Securities and Investments Commission,Australia,238093,Australian Financial Services Licence,ACTIVE,17/12/2003,,YES,LOW,AFS licence authorises retail FX issuance/market-making; website/product validation still required,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,YES,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
DIRECT FX LIMITED,ASIC,Australian Securities and Investments Commission,Australia,291471,Australian Financial Services Licence,ACTIVE,06/10/2005,,YES,MEDIUM,AFS licence authorises retail FX issuance/market-making and the legal name indicates trading activity,https://data.gov.au/data/dataset/asic-afs-licensee,OFFICIAL_DATASET,NO,https://data.gov.au/data/dataset/asic-afs-licensee,2026-08-18T07:22:18+00:00
