REGISTER_NAME,AFS_LIC_NUM,AFS_LIC_NAME,AFS_LIC_ABN_ACN,AFS_LIC_START_DT,AFS_LIC_PRE_FSR,AFS_LIC_ADD_LOCAL,AFS_LIC_ADD_STATE,AFS_LIC_ADD_PCODE,AFS_LIC_ADD_COUNTRY,AFS_LIC_CONDITION
"AFS Licence","449576","ZG ADVISORS PTY LTD","12165017069","13/01/2014","","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes excluding investor directed portfolio services; and""~""(vi) securities; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(E) interests in managed investment schemes excluding investor directed portfolio services; and""~""(F) securities;""~""to wholesale clients."""
"AFS Licence","449768","STEADFAST EASTERN INSURANCE BROKERS PTY LTD","13166553671","22/01/2014","","BOX HILL","VIC","3128","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products;""~""to retail and wholesale clients."""
"AFS Licence","450191","GENESIS UNDERWRITING PTY LTD","35163862502","26/02/2014","","BROOKVALE","NSW","2100","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) general insurance products ; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products;""~""to wholesale clients."""
"AFS Licence","450198","STEWARDS TMG PTY LTD","63166457932","11/02/2014","","TENNYSON POINT","NSW","2111","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","450218","DUXTON CAPITAL (AUSTRALIA) PTY LTD","87164225647","20/02/2014","","ADELAIDE","SA","5000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice only, for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) interests in managed investment schemes excluding investor directed portfolio services;""~""(v) securities;""~""(vi) Australian carbon credit units; and""~""(vii) eligible international emissions units;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) interests in managed investment schemes excluding investor directed portfolio services; and""~""(B) securities; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) interests in managed investment schemes excluding investor directed portfolio services;""~""(E) securities;""~""(F) Australian carbon credit units; and""~""(G) eligible international emissions units; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","450257","E&P FUNDS MANAGEMENT PTY LIMITED","89159902708","06/02/2014","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice to retail clients for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes excluding investor directed portfolio services;""~""(vi) securities; and""~""(b) provide financial product advice to wholesale clients for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) general insurance products;""~""(v) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(vi) interests in managed investment schemes excluding investor directed portfolio services;""~""(vii) securities; and""~""(c) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product to retail and wholesale clients in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) foreign exchange contracts;""~""(C) interests in managed investment schemes excluding investor directed portfolio services; and""~""(D) securities;""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person to retail and wholesale clients in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) general insurance products;""~""(E) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(F) interests in managed investment schemes excluding investor directed portfolio services;""~""(G) securities; and""~""(d) underwriting to retail and wholesale clients:""~""(i) interests in managed investment schemes; and""~""(ii) an issue of securities; and""~""(e) provide the following custodial or depository services to retail and wholesale clients:""~""(i) operate custodial or depository services other than investor directed portfolio services;."""
"AFS Licence","450428","MEGAWATT CAPITAL PTY LIMITED","98166325659","29/01/2014","","ROSE BAY","NSW","2029","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) deal in a financial product by:""~""(i) arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:""~""(A) securities;""~""to wholesale clients."""
"AFS Licence","450526","KEB HANA BANK","96164085563","18/02/2014","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice to retail and wholesale clients for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(ii) foreign exchange contracts restricted to foreign exchange contracts utilised for the management of financial risk (hedging) which only have the purposes of:""~""(A) management or mitigation of the financial consequences of particular circumstances happening; or""~""(B) avoiding or limiting the financial consequences of fluctuations in the rate of exchange of foreign currency;""~""(b) provide general financial product advice to wholesale clients only for the following classes of financial products:""~""(i) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(A) management or mitigation of the financial consequences of particular circumstances happening; or""~""(B) avoiding or limiting the financial consequences or fluctuations, in or in the value of, receipts or costs (including prices and interest rates);""~""(ii) securities; and""~""(c) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product to retail and wholesale clients in respect of the following classes of financial products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) foreign exchange contracts restricted to foreign exchange contracts utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences of fluctuations in the rate of exchange of foreign currency;""~""(ii) issuing, applying for, acquiring, varying or disposing of a financial product to wholesale clients only in respect of the following classes of financial products:""~""(A) derivatives restricted to derivatives utilised for the management of financial risk (hedging) which only have the purposes of:""~""(1) management or mitigation of the financial consequences of particular circumstances happening; or""~""(2) avoiding or limiting the financial consequences or fluctuations, in or in the value of, receipts or costs (including prices and interest rates); and""~""(B) securities;."""
"AFS Licence","450541","AUSTRALIA CAPITAL FINANCIAL MANAGEMENT PTY LTD","58153058489","21/03/2014","","CHATSWOOD","NSW","2067","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iv) life products limited to:""~""(A) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(v) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(vi) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vii) securities;""~""(viii standard margin lending facility; and""~""(ix) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(D) life products limited to:""~""(1) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(E) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(F) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(G) securities;""~""(H) standard margin lending facility; and""~""(I) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","450822","ICONIC PARTNERS PTY LTD","167051470","03/04/2014","","LANE COVE","NSW","2066","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","450874","CARBON IQ TRADING PTY LTD","92167028211","13/02/2014","","PARKERVILLE","WA","6081","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(A) a carbon unit;""~""(B) an Australian carbon credit unit;""~""(C) an eligible international emission unit;""~""(D) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(E) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(ii) carbon units;""~""(iii) Australian carbon credit units; and""~""(iv) eligible international emissions units; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(1) a carbon unit;""~""(2) an Australian carbon credit unit;""~""(3) an eligible international emission unit;""~""(4) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(5) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(1) a carbon unit;""~""(2) an Australian carbon credit unit;""~""(3) an eligible international emission unit;""~""(4) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(5) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(B) carbon units;""~""(C) Australian carbon credit units; and""~""(D) eligible international emissions units;""~""to wholesale clients."""
"AFS Licence","450928","COLLINGTON SECURITIES PTY LTD","62166799828","20/02/2014","","KEW","VIC","3101","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide general financial product advice for the following classes of financial products:""~""(i) securities;""~""to retail and wholesale clients."""
"AFS Licence","450968","CHATHAM FINANCIAL PTY LTD","47166370369","17/03/2014","","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts; and""~""(iv) securities; and""~""(b) deal in a financial product by:""~""(i) arranging for another person to issue, apply for, acquire, vary or dispose of a financial product in respect of the following classes of financial products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives; and""~""(C) foreign exchange contracts; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives; and""~""(C) foreign exchange contracts;""~""to wholesale clients."""
"AFS Licence","451004","CARBON NEUTRAL PTY LTD","42164635769","01/07/2014","","PERTH","WA","6000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(A) a carbon unit;""~""(B) an Australian carbon credit unit;""~""(C) an eligible international emission unit;""~""(D) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(E) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(ii) carbon units;""~""(iii) Australian carbon credit units; and""~""(iv) eligible international emissions units;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(1) a carbon unit;""~""(2) an Australian carbon credit unit;""~""(3) an eligible international emission unit;""~""(4) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(5) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(1) a carbon unit;""~""(2) an Australian carbon credit unit;""~""(3) an eligible international emission unit;""~""(4) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(5) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(B) carbon units;""~""(C) Australian carbon credit units; and""~""(D) eligible international emissions units; and""~""(c) make a market for the following financial products:""~""(i) derivatives, limited to those where the amount of the consideration or the value of the arrangement is ultimately determined or derives from or varies by reference to the value of an instrument, right or obligation that is or relates to:""~""(A) a carbon unit;""~""(B) an Australian carbon credit unit;""~""(C) an eligible international emission unit;""~""(D) the generation of renewable energy or any other energy efficiency measure, whether it is issued or created in Australia or elsewhere; or""~""(E) the offset or the reduction in the emission of gases into the atmosphere, whether it is issued or created in Australia or elsewhere;""~""(ii) carbon units;""~""(iii) Australian carbon credit units; and""~""(iv) eligible international emissions units;""~""to wholesale clients."""
"AFS Licence","451134","QUANTUM INSURANCE HOLDINGS PTY LTD","71163019485","21/02/2014","","EATON","WA","6232","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products; and""~""(c) provide a claims handling and settling service limited to:""~""(i) the person makes a recommendation, or states an opinion, in the following circumstances:""~""(A) the recommendation, or statement of opinion, is made in response to an inquiry by or on behalf of another person about an existing or a potential claim by the other person under an insurance product; and""~""(B) the recommendation, or statement of opinion, could reasonably be expected to influence a decision whether to continue with the existing claim or to make the potential claim;""~""(ii) the person assesses whether an insurer has a liability under an insurance product, or provides assistance in relation to such an assessment;""~""(iii) the person makes a decision to accept or reject all or part of a claim under an insurance product;""~""(iv) the person quantifies the extent of the insurer's liability to another person under an insurance product, or provides assistance in relation to the quantification of the extent of such a liability;""~""(v) the person offers to settle all or part of a claim under an insurance product; and""~""(vi) the person satisfies a liability of the insurer under an insurance product in full or partial settlement of a claim under the insurance product;""~""to retail and wholesale clients."""
"AFS Licence","451289","MONEYSHERPA PTY LTD","32164927708","29/04/2014","","CREMORNE","NSW","2090","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) general insurance products;""~""(C) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(D) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(E) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(F) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(G) securities; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","451350","LINCOLN HOLLAND PTY LTD","28130616803","07/03/2014","","LILYDALE","VIC","3140","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products including:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products; and""~""(C) non-cash payment products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products including:""~""(A) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(B) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities; and""~""(vii) superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products including:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products; and""~""(3) non-cash payment products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products including:""~""(1) investment life insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds; and""~""(2) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities; and""~""(G) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","451450","CRUCIAL INSURANCE AND RISK ADVISORS PTY LTD","93166630511","12/03/2014","","WARANA","QLD","4575","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products;""~""to retail and wholesale clients."""
"AFS Licence","451703","WEALTH ADVICE SERVICES PTY LTD","95167229110","27/02/2014","","SWAN HILL","VIC","3585","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(ii) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(iii) life products limited to:""~""(A) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(iv) interests in managed investment schemes including:""~""(A) investor directed portfolio services;""~""(v) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(vi) securities;""~""(vii) standard margin lending facility; and""~""(viii superannuation; and""~""(b) deal in a financial product by:""~""(i) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(B) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(C) life products limited to:""~""(1) life risk insurance products as well as any products issued by a Registered Life Insurance Company that are backed by one or more of its statutory funds;""~""(D) interests in managed investment schemes including:""~""(1) investor directed portfolio services;""~""(E) retirement savings accounts (""RSA"") products (within the meaning of the Retirement Savings Account Act 1997);""~""(F) securities;""~""(G) standard margin lending facility; and""~""(H) superannuation;""~""to retail and wholesale clients."""
"AFS Licence","451712","OPEN INSURANCE PTY LTD","23166949444","21/05/2014","","SYDNEY","NSW","2000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products; and""~""(c) provide a claims handling and settling service limited to:""~""(i) the person makes a recommendation, or states an opinion, in the following circumstances:""~""(A) the recommendation, or statement of opinion, is made in response to an inquiry by or on behalf of another person about an existing or a potential claim by the other person under an insurance product; and""~""(B) the recommendation, or statement of opinion, could reasonably be expected to influence a decision whether to continue with the existing claim or to make the potential claim;""~""(ii) the person assists another person to make a claim under an insurance product;""~""(iii) the person assesses whether an insurer has a liability under an insurance product, or provides assistance in relation to such an assessment;""~""(iv) the person makes a decision to accept or reject all or part of a claim under an insurance product;""~""(v) the person quantifies the extent of the insurer's liability to another person under an insurance product, or provides assistance in relation to the quantification of the extent of such a liability;""~""(vi) the person offers to settle all or part of a claim under an insurance product; and""~""(vii) the person satisfies a liability of the insurer under an insurance product in full or partial settlement of a claim under the insurance product;""~""to retail and wholesale clients."""
"AFS Licence","451820","NEWPORT PRIVATE WEALTH PTY LTD","16166931960","17/03/2014","","MELBOURNE","VIC","3000","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) deposit and payment products limited to:""~""(A) basic deposit products;""~""(B) deposit products other than basic deposit products;""~""(ii) derivatives;""~""(iii) foreign exchange contracts;""~""(iv) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(v) interests in managed investment schemes excluding investor directed portfolio services;""~""(vi) securities; and""~""(vii) financial products limited to:""~""(A) miscellaneous financial investment products limited to MDA services;""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) derivatives;""~""(B) interests in managed investment schemes limited to:""~""(1) own managed investment scheme only; and""~""(C) financial products limited to:""~""(1) miscellaneous financial investment products limited to MDA services; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) deposit and payment products limited to:""~""(1) basic deposit products;""~""(2) deposit products other than basic deposit products;""~""(B) derivatives;""~""(C) foreign exchange contracts;""~""(D) debentures, stocks or bonds issued or proposed to be issued by a government;""~""(E) interests in managed investment schemes excluding investor directed portfolio services; and""~""(F) securities; and""~""(c) provide the following custodial or depository services:""~""(i) operate custodial or depository services other than investor directed portfolio services;""~""to wholesale clients."""
"AFS Licence","451867","IMALIA PTY LIMITED","41147857878","25/03/2014","","RAZORBACK","NSW","2571","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) general insurance products; and""~""(b) deal in a financial product by:""~""(i) issuing, applying for, acquiring, varying or disposing of a financial product in respect of the following classes of financial products:""~""(A) general insurance products; and""~""(ii) applying for, acquiring, varying or disposing of a financial product on behalf of another person in respect of the following classes of products:""~""(A) general insurance products;""~""to retail and wholesale clients."""
"AFS Licence","451953","CHRISTOPHER GERARD BROGAN","84472953770","28/04/2015","","NEDLANDS","WA","6009","Australia","""This licence authorises the licensee to carry on a financial services business to:""~""(a) provide financial product advice for the following classes of financial products:""~""(i) superannuation limited to:""~""(A) self-managed superannuation fund;""~""(B) a person s existing holding in a superannuation product but only to the extent required for:""~""(1) making a recommendation that the person establish a self-managed superannuation fund; and""~""(2) providing advice to the person on contributions or pensions under a superannuation product; and""~""(b) deal in a financial product by:""~""(i) arranging for another person to issue, apply for, acquire, vary or dispose of a financial product in respect of the following classes of financial products:""~""(A) superannuation limited to:""~""(1) self-managed superannuation fund; and""~""(ii) arranging for another person to apply for, acquire, vary or dispose of financial products in respect of the following classes of financial products:""~""(A) superannuation limited to:""~""(1) self-managed superannuation fund;""~""to retail clients."""
